Input String,Expected Value,Predicted Value
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['offer claim hurri'],['Low-stock Message'],['Low-stock Message']
['low in stock get your now'],['Low-stock Message'],['Low-stock Message']
['offer claim hurri'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['left in thi size'],['Low-stock Message'],['Low-stock Message']
['onli left get it now'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['pleas note product made limit quantiti rare restock checkout miss'],['Low-stock Message'],['Low-stock Message']
['hurri left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['hurri there are onli item s left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left onlin stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['size low stock item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left price'],['Low-stock Message'],['Low-stock Message']
['onli item left stock'],['Low-stock Message'],['Low-stock Message']
['over left stock'],['Low-stock Message'],['Low-stock Message']
['hurri item left'],['Low-stock Message'],['Low-stock Message']
['offer claim hurri'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli item left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['live remain stock'],['Low-stock Message'],['Low-stock Message']
['hurri less than left'],['Low-stock Message'],['Low-stock Message']
['hurri left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli stock'],['Low-stock Message'],['Low-stock Message']
['don miss left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['limit quantiti avail'],['Low-stock Message'],['Low-stock Message']
['hurri onli left in stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli stock avail'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['hurri up onli piec left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['offer claim hurri'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left in thi size'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['last stock'],['Low-stock Message'],['Low-stock Message']
['onli item left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['stock'],['Low-stock Message'],['Low-stock Message']
['warn onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['don miss item there left stock'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['limit stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['left order'],['Low-stock Message'],['Low-stock Message']
['in stock'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['just left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['less than left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left in stock buy now'],['Low-stock Message'],['Low-stock Message']
['avail low stock'],['Low-stock Message'],['Low-stock Message']
['avail onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left order soon'],['Low-stock Message'],['Low-stock Message']
['onli left order soon'],['Low-stock Message'],['Low-stock Message']
['onli left order soon'],['Low-stock Message'],['Low-stock Message']
['onli left order soon'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['limit stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['limit stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
